Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL 
"Walking on the battlefield of Ala Mhigo... Recurring past events... A cold breeze through the air along with the smell of death. Something has been calling me hear, it's loud voice whispers my name constantly. It tells me it wants to see me, the voice sounds so familiar...","death, events",2019-11-01 02:32:48,Sei_Mugen,Twitter for Android,1190094308579454976,https://twitter.com/statuses/1190094308579454976
One of the realest interludes ever.  https://t.co/RiY3SyXJlv,,2019-11-01 02:32:48,MrDespicable,Twitter for iPhone,1190094308592029698,https://twitter.com/statuses/1190094308592029698
"A car collided with a mother and her 3-year-old daughter on Halloween in Florence Township. They were flown to the hospital in critical condition. The driver is here and cooperating fully in the investigation, per police. @NBCPhiladelphia at 11pm https://t.co/adDGEMMrNi https://t.co/itzKcKSm1h",investigation,2019-11-01 02:32:48,drewsmithtv,Twitter for iPhone,1190094307644063744,https://twitter.com/statuses/1190094307644063744
Is he certain it wasn’t a thrill going up his leg?,,2019-11-01 02:32:49,GaderJef,Twitter for iPhone,1190094310093574144,https://twitter.com/statuses/1190094310093574144
"Me: I'm sick, so I have to manage it. If I didn't manage it, I'd be dead. If I wasn't sick, there'd be nothing to manage.

Psych: Well some people see things as a sickness, others as something to be managed. It's all about your perception.

Me: What the heck is the difference??!",dead,2019-11-01 02:32:49,EmonEconomist,Twitter for Android,1190094310626099200,https://twitter.com/statuses/1190094310626099200
if mcr coming back from the dead so can jungkook’s plugs,dead,2019-11-01 02:32:49,chulovmin,Twitter for iPhone,1190094310802415616,https://twitter.com/statuses/1190094310802415616
I am haunted by the lighthouse,,2019-11-01 02:32:49,sweetielion,Twitter for iPhone,1190094313138597889,https://twitter.com/statuses/1190094313138597889
"@StreamSpinner - Ian Sutherland - Sunsets And Shitty Cars is now playing on MPG Radios.. 
Digital City - https://t.co/D9SNGZNWGK StreamSpinner's official website lists the 20 most recient Stream Tweets.

Listen to unsigned independent artists and discover new favorites.",stream,2019-11-01 02:32:49,StreamSpinner,Mike Gagne,1190094313251889153,https://twitter.com/statuses/1190094313251889153
"@RayGQue #measwell... Maybe we can't fade the injured guys nearly as quickly with the success of Sanders, Kupp, and now DT...",injured,2019-11-01 02:32:50,FFStompy,Twitter Web App,1190094314266865664,https://twitter.com/statuses/1190094314266865664
Plot Twist 2019!!!!!!!,,2019-11-01 02:32:50,rosalesjameson,Twitter for iPhone,1190094314623266816,https://twitter.com/statuses/1190094314623266816
Better off dead,dead,2019-11-01 02:32:50,Korey_Boggsie,Twitter for iPhone,1190094315537731589,https://twitter.com/statuses/1190094315537731589
"I mean, the match is at noon the next day, so do the weekend hard if that’s you. Go for it! Get the nerves out!",,2019-11-01 02:32:50,rom_comma_NOT,Twitter for iPhone,1190094315881558017,https://twitter.com/statuses/1190094315881558017
I'm raising money for Borkerland's Bakery Small Buisness. Click to Donate:  https://t.co/tacmg02CEi via @gofundme,donate,2019-11-01 02:32:50,BunnyBoyJK,Twitter for Android,1190094316074602498,https://twitter.com/statuses/1190094316074602498
"@realDonaldTrump This why your changing your domicile   Alaska, Florida, Nevada, South Dakota, Texas, Washington, and Wyoming are the exceptions because they do not tax residents' incomes. Additionally, residents of Tennessee and New Hampshire are only taxed on income earned from dividends.",residents,2019-11-01 02:32:50,CookieRV,Twitter Web App,1190094316879765505,https://twitter.com/statuses/1190094316879765505
Kurds call on US to block Turkish military drones from Syrian air space https://t.co/0kZ4GKpgJY,military,2019-11-01 02:32:50,NRJ2053,Twitter Web Client,1190094316959490053,https://twitter.com/statuses/1190094316959490053
The Walking Dead… la serie de zombis que nació en 2010 https://t.co/EoyRFItKAs,dead,2019-11-01 02:32:50,CentralPuebla,Twitter for Android,1190094317362266113,https://twitter.com/statuses/1190094317362266113
"Over 400,000 Americans died resisting Fascism in WWII and yet now they’re trying to run the country. Those lives were lost in vain if we let this continue. #RefuseFascism",,2019-11-01 02:32:50,Berlidge,Twitter for iPhone,1190094317387440128,https://twitter.com/statuses/1190094317387440128
"He hated God for abandoning him and Satan for deceiving him, and turned to witchcraft in order to take revenge. He mastered power over dreams (giving him the title of NIGHTMARE king), and learned to control death and flames as well. He eventually became on-par with God and Satan.",death,2019-11-01 02:32:50,PrototypeOneYT1,Twitter for Android,1190094317727207424,https://twitter.com/statuses/1190094317727207424
Bartlett to Participate in Major Travel Events in London https://t.co/oQUYQWCrl3 https://t.co/Tq3txOwFCx,events,2019-11-01 02:32:50,CNN_newstrend,WordPress.com,1190094317332946947,https://twitter.com/statuses/1190094317332946947
"Me taking to my American friends: H-Hey guys 

American friends: Is something wrong

Me: It’s 33 degrees Rn 

American Friends: Geeze that’s cold 

Me currently dying from the heat: Sorry I mean 91 degrees 

American friends: How are you not dead yet

Me: Welcome to Australia https://t.co/RLWNGACf28",dead,2019-11-01 02:32:50,RainRainbowdash,Twitter for iPhone,1190094318045822976,https://twitter.com/statuses/1190094318045822976
"#LATEST: Shooting Occurred in the back of 145 Cosburn Avenue. Both victims, believed to be in their teens,  suffered gun shot wounds to their torso and are in stable condition in hospital.  One male suspect sought is described as male white late teen to early 20's
#Newstalk1010",victims,2019-11-01 02:32:51,NEWSTALK1010,TweetDeck,1190094319014809600,https://twitter.com/statuses/1190094319014809600
@_SJPeace_ Sending my prayers to her and family.,prayers,2019-11-01 02:32:51,prdad306,Twitter for Android,1190094319581114370,https://twitter.com/statuses/1190094319581114370
today i was rightfully accised of being a method actor but luckily i am no longer subbecting people to my acting im just annoying and dramatic in other ways all the time https://t.co/tjRpVJmjrA,dramatic,2019-11-01 02:32:51,cowboyqweer,Twitter for iPhone,1190094318381305857,https://twitter.com/statuses/1190094318381305857
Good luck to everyone!,,2019-11-01 02:32:51,TheKonasaur,Twitter for iPhone,1190094321162342401,https://twitter.com/statuses/1190094321162342401
"@TWhittenton ahh yes, forgot injuries forced some shuffling on the line that night.",injuries,2019-11-01 02:32:51,BrantHeelsMaven,Twitter Web App,1190094321711767552,https://twitter.com/statuses/1190094321711767552
@TheRickWilson He's the one! Big mine explosion that killed many mine workers because he failed to employ safety measures. He's trying to get his charges overturned. My God!,"explosion, safety",2019-11-01 02:32:51,TazKHC,Twitter for Android,1190094321615130625,https://twitter.com/statuses/1190094321615130625
"Rep. Katie Hill, freshman targeted by revenge porn, resigns with a blast at Trump this person should shut up she is no good example to young people or to anyone. Just shut up and go !  https://t.co/W2Kbgxoefm",blast,2019-11-01 02:32:51,7PrayerWarrior,Twitter for iPhone,1190094321665691649,https://twitter.com/statuses/1190094321665691649
@sitinratiqah HAHAHAHAHAHA STAY STRONG GENG,stay strong,2019-11-01 02:32:52,laicikang_,Twitter for iPhone,1190094322751819781,https://twitter.com/statuses/1190094322751819781
"Driving thru the ville  and it dead looks like a regular Thursday , niggas ain’t got no decorations",dead,2019-11-01 02:32:52,Stoopid_dopee,Twitter for iPhone,1190094322949132288,https://twitter.com/statuses/1190094322949132288
The squirrels out here is like lizards. They about to give me a heart attack. #NCAT,attack,2019-11-01 02:32:52,CiaShade,Twitter for Android,1190094323372703744,https://twitter.com/statuses/1190094323372703744
Haha dead ass https://t.co/sarb4udXyJ,dead,2019-11-01 02:32:52,MarionnaHoran,Facebook,1190094323968331776,https://twitter.com/statuses/1190094323968331776
This is awesome,,2019-11-01 02:32:52,Medusa2U_,Twitter for iPhone,1190094324232531976,https://twitter.com/statuses/1190094324232531976
"Halloween Storm @ Washington, D.C. https://t.co/Q9x0OlphPT",storm,2019-11-01 02:32:52,surferfb,Instagram,1190094325108994048,https://twitter.com/statuses/1190094325108994048
In Major Announcement ISIS Confirms Baghdadi Death & Names New Leader | Zero Hedge https://t.co/pPqRz5SSzo,death,2019-11-01 02:32:52,firefan17,Twitter for iPhone,1190094325721522176,https://twitter.com/statuses/1190094325721522176
"@danielhowell Is this what ur doing for Halloween for something truly terrifying or for a video? Either way, I’m proud",terrifying,2019-11-01 02:32:52,aeyville,Twitter for iPhone,1190094326455361536,https://twitter.com/statuses/1190094326455361536
mando os ouro no dente igual o @derekluccas,,2019-11-01 02:32:53,giannini_pedr0,Twitter for Android,1190094326707228673,https://twitter.com/statuses/1190094326707228673
Isaac got boned to death! #NintendoSwitch https://t.co/hgg60wht55,death,2019-11-01 02:32:52,AnriKurokaze,Nintendo Switch Share,1190094325582946306,https://twitter.com/statuses/1190094325582946306
https://t.co/TWQupLToJs.FOR.THEM,,2019-11-01 02:32:53,moehilal,Twitter for Android,1190094326748995585,https://twitter.com/statuses/1190094326748995585
"Athletico só deu um sustinho de leve hoje, o terror mesmo foi feito na CdB.",terror,2019-11-01 02:32:53,Furacaoemdestq,Twitter Web App,1190094327353094144,https://twitter.com/statuses/1190094327353094144
"MP demands investigation into Farage’s US, dark money pro-Brexit campaign group https://t.co/sQeI4J1y9y",investigation,2019-11-01 02:32:53,Drusilla451,Twitter Web App,1190094328036761600,https://twitter.com/statuses/1190094328036761600
"@UN_Spokesperson 
DEAR UNITED NATIONS APRIL/01/2015 I HAD INFORMED MY CRISIS LIFE IN CANADA TO MINISTER JUSTICE CANADA PETER MACKAY AND I GAVE COPY TO THE UNITED NATION BAN KI-MOON AND THE GREATEST MAN PRESIDENT BARACK OBAMA.THE MINISTER JUSTICE LEFT FROM THE OFFICE MAY/25/2015.",crisis,2019-11-01 02:32:53,MAYussuf1,Twitter Web App,1190094329970405377,https://twitter.com/statuses/1190094329970405377
"I am haunted by my cat. 

He does like playing shadow and following me flipping everywhere.",,2019-11-01 02:32:53,PinkBerryShake,Twitter Web App,1190094330377076736,https://twitter.com/statuses/1190094330377076736
"@lunatheorbit Yeap you're right and rn it seems that they're trying to use that a distraction for this 
https://t.co/qUBwwHfzjB",,2019-11-01 02:32:54,ShiningDust95,Twitter for Android,1190094331065049088,https://twitter.com/statuses/1190094331065049088
Não brinquem com o meu coração assim,,2019-11-01 02:32:54,beatriz722001,Twitter for Android,1190094332214358016,https://twitter.com/statuses/1190094332214358016
The Seven Deadly Sins – Quotes https://t.co/Mbkwzfhkog https://t.co/jkWSfYwxfa,"deadly, dead",2019-11-01 02:32:54,thewebanime,WordPress.com,1190094332046594050,https://twitter.com/statuses/1190094332046594050
.@MCRofficial is back and I'll *probably* never recover. #mcr https://t.co/ZXVhqbjGvi,recover,2019-11-01 02:32:54,consequence,Hootsuite Inc.,1190094333170638848,https://twitter.com/statuses/1190094333170638848
"@realDonaldTrump Sad, I am old enough to remember. When New York looked like California of today... Donald J Trump Developer, saved the city. Rebuilt the ski line invested in the city helped clean it up.. you have a big heart Sir!",rebuilt,2019-11-01 02:32:54,ephesian61018,Twitter for iPhone,1190094333682151424,https://twitter.com/statuses/1190094333682151424
The only issue I find is maybe the skill balance. It ruins a match when nobody seems to want to attack,attack,2019-11-01 02:32:54,RMccrystal,Twitter for Android,1190094333942358016,https://twitter.com/statuses/1190094333942358016
"jm doesn’t deserve the sht that keeps getting thrown at him, nor the other members’ solo stans that constantly attack him, nor the kpop stans that constantly attack him, nor his own solo stans whose only solution is “go s*l*”. truly hope he’s using a different internet than me",attack,2019-11-01 02:32:54,glossyjmns,Twitter for iPhone,1190094334437318658,https://twitter.com/statuses/1190094334437318658
"Attempted suicide is very real. If anyone ever needs someone to talk too, whether we know each other or not. I’m here for you. Family could use some prayers rn",prayers,2019-11-01 02:32:54,BradleyEric5,Twitter for iPhone,1190094334617624576,https://twitter.com/statuses/1190094334617624576
@MarshaBlackburn you need to help get the election bills passed..i know you dont want to be on the wrong side of history,,2019-11-01 02:32:54,Robert_Sweet_74,Twitter Web App,1190094334655418369,https://twitter.com/statuses/1190094334655418369
SSC paper leak case: Fresh plea in SC seeks stay on issuing joining letters https://t.co/TYzjk9d169,,2019-11-01 02:32:55,TimesofNewsHUB,WordPress.com,1190094335351676928,https://twitter.com/statuses/1190094335351676928
Denial of permission to Punjab delegates to visit Nankana Sahib 'unfortunate': Amarinder Singh https://t.co/cVOY70TEvO,,2019-11-01 02:32:55,TimesofNewsHUB,WordPress.com,1190094335322275842,https://twitter.com/statuses/1190094335322275842
"@millenafranca1 KKKKKKKKKK pique filme de terror, sério memo",terror,2019-11-01 02:32:55,_bart0,Twitter for iPhone,1190094335527792640,https://twitter.com/statuses/1190094335527792640
"Immigration police arrest Israeli-born Filipina girl, 13, as she was leaving for school https://t.co/S7KsmvkyyF",arrest,2019-11-01 02:32:55,HussamA,Facebook,1190094335599099904,https://twitter.com/statuses/1190094335599099904
Contemplating the future and climate change. Wars will soon be fought over water and displacement of the masses... where's the ideal place to live? New Zealand? California is fucked in the near future.,climate change,2019-11-01 02:32:55,DarrelDier,Twitter for Android,1190094335758389248,https://twitter.com/statuses/1190094335758389248
"Trick or Treat buddies. Don't worry, Gizmo doesn't get any candy past 10:30. Safety first. #HappyHalloween https://t.co/5idgUv3ujD",safety,2019-11-01 02:32:54,mposofficial,Twitter for Android,1190094334294515712,https://twitter.com/statuses/1190094334294515712
"Consider it a friendly warning. We are the same, you and I. As we do not have clear wishes, we cannot seek salvation. I simply thought it would be easier for you if you quickly realized it.",warning,2019-11-01 02:32:55,kotominebot,twittbot.net,1190094336425263104,https://twitter.com/statuses/1190094336425263104
David Cronenberg is furiously taking down notes somewhere.,,2019-11-01 02:32:55,0edipussy,Twitter for Android,1190094338405081088,https://twitter.com/statuses/1190094338405081088
should I stream half life 1? I've been playing it over discord screenshare and my friends were thoroughly entertained by my stupidity.,stream,2019-11-01 02:32:55,queenbingssb,Twitter for Android,1190094338807795713,https://twitter.com/statuses/1190094338807795713
I was less confused before watching Death Stranding official trailer. Now i'm absolutely have zero fucking idea.,death,2019-11-01 02:32:55,jordhynurarga,Twitter for iPhone,1190094339071823873,https://twitter.com/statuses/1190094339071823873
"[#Halloween] Una sorpresa de stream, incluso para mi xD, pero bueh, es Spooky Time así que hay que aprovechar!!
Go go go!!
Twitch: https://t.co/PyehpJ1UOW https://t.co/ipbmCCtAwR",stream,2019-11-01 02:32:55,D4rkxuz,Twitter Web App,1190094338497400832,https://twitter.com/statuses/1190094338497400832
"Damm I really fucked wit the young borr , had big respect for him @MichaelKors410 .. it’s been times he dmd me for advice on shit  and we had long conversation, this shit is sad yo praying for ya fam and most importantly ya baby girl",praying,2019-11-01 02:32:56,Manofyr2,Twitter for iPhone,1190094339592114177,https://twitter.com/statuses/1190094339592114177
"@GretaThunberg I deny that there is a giant climate crisis. Also I have finished school, where I learned about chemistry and calculus and statistics. More important, I've learned that people that use name-calling such as your whole deniers thing have pretty much run out of argument.",crisis,2019-11-01 02:32:56,I_am_Mark_S,Twitter for Android,1190094339780820992,https://twitter.com/statuses/1190094339780820992
#TurnAroundDontDrow  @NWS_BaltWash,,2019-11-01 02:32:56,WazeMaryland,Twitter for iPhone,1190094340468678656,https://twitter.com/statuses/1190094340468678656
MEU SENHOR DO CÉU MEU DEUS,,2019-11-01 02:32:56,awakimskjin,Twitter for Android,1190094340904931329,https://twitter.com/statuses/1190094340904931329
"... sounds like someone is building a narrative for a future war ... I mean - just in case you were wondering what Muslim majority nation ""Hope & Change"" Tulsi Gabbard might covertly or overtly try to destroy as POTUS as a follow up on the destruction of Syria ... is it Turkey? https://t.co/NsAEhIctX8",destruction,2019-11-01 02:32:56,domihol,Twitter Web App,1190094340523249664,https://twitter.com/statuses/1190094340523249664
Canless Air System X3 Hurricane Animation https://t.co/3EQbCyxpXe via @YouTube,hurricane,2019-11-01 02:32:56,SagittariusUsNe,Twitter Web Client,1190094342142205952,https://twitter.com/statuses/1190094342142205952
17 minutos de episódio de ahs e já tiveram uns 7181619 clichês de filme de terror,terror,2019-11-01 02:32:56,angelabismauren,Twitter for iPhone,1190094343153029121,https://twitter.com/statuses/1190094343153029121
Cant relate with walla because C*lcom deducted from my normal data when I watch netflix. Which they only gave back 5GB. Lol my walla data was never affected or used https://t.co/vyj0lAjXY3,affected,2019-11-01 02:32:56,anumasyiqinm,Twitter for iPhone,1190094342393757696,https://twitter.com/statuses/1190094342393757696
"@HMFAhorrorfan Bunnicula disturbed me as a child, but I laugh my ass off at it now. As an adult only thing I can think of is a single story from Skeleton Crew, called Survivor Type.",survivor,2019-11-01 02:32:57,pinata1138,Twitter Web App,1190094343752888320,https://twitter.com/statuses/1190094343752888320
i’m gonna go stream arianas discography,stream,2019-11-01 02:32:57,thelightana,Twitter for iPhone,1190094344587534336,https://twitter.com/statuses/1190094344587534336
"Very interesting Intel work, makes complete sense, Potus baited them and they fell for it... smart move",,2019-11-01 02:32:57,badd1957,Twitter Web App,1190094344587374592,https://twitter.com/statuses/1190094344587374592
Ricky is dead. #SVU21,dead,2019-11-01 02:32:57,brenisrael14,Twitter for iPhone,1190094344973357056,https://twitter.com/statuses/1190094344973357056
"@JoeBiden Obama didn't respect our troops, nor did you. Mr. Trump sure does...",troops,2019-11-01 02:32:57,KevinM63691379,Twitter for Android,1190094346382532610,https://twitter.com/statuses/1190094346382532610
"Rulaniojas(15 shalore writhing one) was eviscerated to death by Wrathroot and digested by treants on Old Forest 4.
https://t.co/JFiuSAPZ53",death,2019-11-01 02:32:57,eyalfeed,Life & Death on Eyal,1190094347116650496,https://twitter.com/statuses/1190094347116650496
"Army Public School Result 2019 live now, direct link to check https://t.co/lChvXHwkB4 https://t.co/bjY4ZcsBHf",,2019-11-01 02:32:57,TimesofNewsHUB,WordPress.com,1190094347217358848,https://twitter.com/statuses/1190094347217358848
How big time troll would it be if Lebanon announced an investigation into Bill Weld.,investigation,2019-11-01 02:32:58,verbalrugby,Twitter for iPhone,1190094348202975232,https://twitter.com/statuses/1190094348202975232
God really answered my prayers with this low cut.,prayers,2019-11-01 02:32:58,Tee_Twist,Twitter for iPhone,1190094348488192000,https://twitter.com/statuses/1190094348488192000
Feels so good to see my mom and dad and friends man dead ass,dead,2019-11-01 02:32:58,catlowkey,Twitter for iPhone,1190094348785999872,https://twitter.com/statuses/1190094348785999872
Those his legs foreal?,,2019-11-01 02:32:58,itscedess,Twitter Web App,1190094348647641088,https://twitter.com/statuses/1190094348647641088
BREAKING NEWS: Whistleblower’s Identity Revealed https://t.co/ukZWmb3LLa  EVERYONE KNOWS.,breaking news,2019-11-01 02:32:58,IsabellHale1,Twitter Web Client,1190094350367232000,https://twitter.com/statuses/1190094350367232000
@ChimChim_Kookie said stream Feel Special! https://t.co/kjNajMh8xT,stream,2019-11-01 02:32:58,plushjeno,Twitter for iPhone,1190094349146693635,https://twitter.com/statuses/1190094349146693635
Embajadora Ponte: “La solución a la crisis de migrantes pasa por lo político y la salida de Maduro” https://t.co/IerKz9EGWH vía @el_carabobeno,crisis,2019-11-01 02:32:59,fosforo777,Twitter Web Client,1190094351935954945,https://twitter.com/statuses/1190094351935954945
STORM.,storm,2019-11-01 02:32:59,ItzFantin,Twitter for Android,1190094352061812737,https://twitter.com/statuses/1190094352061812737
@Alexis_Paterica we don’t want your help! ‘The rope the falls out of your mouth as the water is to your neck’ take a deep breath,,2019-11-01 02:32:59,lydialovesScott,Twitter for iPhone,1190094352871313408,https://twitter.com/statuses/1190094352871313408
Thank you so much Senator for standing with HongKongers.,,2019-11-01 02:32:59,CKentC1,Twitter Web App,1190094352879509504,https://twitter.com/statuses/1190094352879509504
"""A 7-year-old girl out trick-or-treating in a bumblebee costume was critically injured Thursday night after being struck by apparent stray gunfire..."" https://t.co/xFVD6GvoVE",injured,2019-11-01 02:32:59,dumisani6,Twitter Web Client,1190094354548838404,https://twitter.com/statuses/1190094354548838404
@dog_rates 15/10 ?,,2019-11-01 02:32:59,gussydawg,Twitter for iPhone,1190094354611728384,https://twitter.com/statuses/1190094354611728384
ME MEO X LA RECSM,,2019-11-01 02:32:59,denaxheavenly,Twitter for Android,1190094355773689856,https://twitter.com/statuses/1190094355773689856
"@NeelaTunga Death by hanging will be light for them. 

Death by firing squad will be best.",death,2019-11-01 02:33:00,SacheinS2606,Twitter for Android,1190094356499202048,https://twitter.com/statuses/1190094356499202048
Check out Revolution Cooking's Toasting the Holidays House Party event on Ripple Street! #Gettoasty #Sponsored https://t.co/BtufWYVjIu,,2019-11-01 02:33:00,Kymbones25,Twitter for iPhone,1190094356528672768,https://twitter.com/statuses/1190094356528672768
"Bellingcat's Online Investigation Toolkit - updated September 29, 2019. @bellingcat
https://t.co/AgREp4Euke",investigation,2019-11-01 02:33:00,OSINTtechniques,TweetDeck,1190094356931330048,https://twitter.com/statuses/1190094356931330048
"Hey... @GhostAdventures, are you by any chance dead?",dead,2019-11-01 02:33:00,Blade_Dreamer,Twitter for Android,1190094357342425089,https://twitter.com/statuses/1190094357342425089
@realDonaldTrump Dude. I just completed a boring annual course on company ethics and based on that content you would be fired or at the very least got a written warning. You are the president of the greatest country in the world. I expected a better grasp of the law and an ability to admit fault,warning,2019-11-01 02:33:00,ElPereg77092884,Twitter for iPhone,1190094358671851520,https://twitter.com/statuses/1190094358671851520
Great message but the problem is you can't fix stupid!,,2019-11-01 02:33:00,dude1956dude,Twitter for Android,1190094359200509952,https://twitter.com/statuses/1190094359200509952
horrível dá stream no spotify sem o premium,stream,2019-11-01 02:33:00,awaylipa,Twitter for Android,1190094359745699841,https://twitter.com/statuses/1190094359745699841
"“When it comes to dead bodies, laws often don’t exist until someone transgresses a norm.” —Environmental historian Ellen Stroud https://t.co/a1jYAfo076",dead,2019-11-01 02:33:00,KnowableMag,Buffer,1190094359661862912,https://twitter.com/statuses/1190094359661862912
many happiness if you stay with me dek.,,2019-11-01 02:33:01,laikuanlian,Twitter for Android,1190094360529924096,https://twitter.com/statuses/1190094360529924096
"I swear one of my residents has broken my soul, every time he comes into a room with me my eye twitches",residents,2019-11-01 02:33:01,gabie_hall,Twitter for iPhone,1190094360970432513,https://twitter.com/statuses/1190094360970432513
Blast from the past....,blast,2019-11-01 02:33:01,netfuxandchill_,Buffer,1190094360915980294,https://twitter.com/statuses/1190094360915980294
Happy Halloween everyone trick or treating in the rain was fun lol my son had a blast have a good night everyone,blast,2019-11-01 02:33:01,illraythemenace,Facebook,1190094361620553729,https://twitter.com/statuses/1190094361620553729
"@BryanBroaddus Nothing that has happened with Trysten Hill has been ideal so far, but there have been much worse starts to great careers. 

I'm not kicking him into the death pit 7 games into his rookie year.",death,2019-11-01 02:33:01,CA__Shelton,Twitter for Android,1190094361540857858,https://twitter.com/statuses/1190094361540857858
@MatiCabanna El terror de los cumpleaños de 15 genio,terror,2019-11-01 02:33:01,NachoArreseygor,Twitter for Android,1190094363319250944,https://twitter.com/statuses/1190094363319250944
.....oh no.....,,2019-11-01 02:33:01,samson_marissa,Twitter for iPhone,1190094363386249217,https://twitter.com/statuses/1190094363386249217
"Thereafter, she intercepts her daughter's nighttime escapades by donning the Oni mask, stretching her white-robed arms apart and terrifying her daughter back home. 
This goes on some time until eventually Mother confesses, but cannot remove the Oni mask! (6/?)",terrifying,2019-11-01 02:33:01,PierreJDupont,Twitter Web App,1190094364275548160,https://twitter.com/statuses/1190094364275548160
This “feminist” doesn’t care if women are threatened with rape. He does not care if they threatened with death. This is not feminism.,death,2019-11-01 02:33:01,Falconer084,Twitter for iPad,1190094364308983809,https://twitter.com/statuses/1190094364308983809
The Trooper was not injured. https://t.co/hFQbB5NDa1,injured,2019-11-01 02:33:01,ILStatePolice,Twitter for iPhone,1190094363352870913,https://twitter.com/statuses/1190094363352870913
BISR Faculty Writing | How Not to Talk About Climate Change and Paramilitary America | https://t.co/BNL0Jd3RfJ https://t.co/48JAP9TJli,"climate change, military",2019-11-01 02:33:01,BklynInstitute,Buffer,1190094364288180225,https://twitter.com/statuses/1190094364288180225
I’m fucking dead,dead,2019-11-01 02:33:02,MalloryNicoleG,Twitter for iPhone,1190094365416476674,https://twitter.com/statuses/1190094365416476674
Y’all think sucking dick get you rent free living?,,2019-11-01 02:33:02,thekartel__,Twitter for iPhone,1190094365504483329,https://twitter.com/statuses/1190094365504483329
"@alessandrok_2 hahahahahah. O terror dele é a sua tranquilidade, pp já foi dado.",terror,2019-11-01 02:33:02,marcelin_mts,Twitter Web App,1190094365999407104,https://twitter.com/statuses/1190094365999407104
Yay me for de-rigging my sail before the winds of death yay,death,2019-11-01 02:33:02,ali_thecat13,Twitter for iPhone,1190094366192422913,https://twitter.com/statuses/1190094366192422913
"BREAKING NEWS, @DalaiLama chews on their own toenails for extra protein... !",breaking news,2019-11-01 02:33:02,THECELEBSCOOP1,"Cheap Bots, Done Quick!",1190094367882645504,https://twitter.com/statuses/1190094367882645504
10 Black Girls Taking Hollywood By Storm >> https://t.co/Jmq5jkAo2k https://t.co/CtcBVk64tB,storm,2019-11-01 02:33:02,Sesimag,Buffer,1190094367719116800,https://twitter.com/statuses/1190094367719116800
@hermit_hwarang The S.Korean 3rd.president Park Chung-hee(with the flag). He was general & many Korean volunteer soldiers in the Imperial Japanese army. Korea asked the annexation because the economical crisis & debt &fear of Soviet invasion. korea distorted the ‘Annexation’ as Japanese invasion https://t.co/XHNQtZvzFT,"crisis, soldier",2019-11-01 02:33:02,yamanekofuku,Twitter for iPad,1190094367358242816,https://twitter.com/statuses/1190094367358242816
"@pedywi silence strikes like a hurricane, now im singing for you",hurricane,2019-11-01 02:33:03,nihaowa_,Twitter Web App,1190094368910315520,https://twitter.com/statuses/1190094368910315520
nafeel,,2019-11-01 02:33:03,hubahibrolen,Twitter for Android,1190094369635758081,https://twitter.com/statuses/1190094369635758081
"The climax is somewhat predictable but still epic as mother, now disfigured and shrieking, meets and untimely end. Hachi had been waylaid earlier, so daughter is the only survivor in this sad saga. (8/?)",survivor,2019-11-01 02:33:03,PierreJDupont,Twitter Web App,1190094371372318721,https://twitter.com/statuses/1190094371372318721
@zyntrax Haven’t listened to Metokur/InternetAristocrat in years! Blast from the past. Glad he’s still around.,blast,2019-11-01 02:33:03,PhocaeanD,Twitter Web App,1190094372215373825,https://twitter.com/statuses/1190094372215373825
2nd Life...2nd Heart...Both Filled w/ Music. Time Doesn't Stop & Neither Do I. Clockwork Red!! https://t.co/jDGAdP53hu,,2019-11-01 02:33:03,ClockworkRed2,Instagram,1190094372110360576,https://twitter.com/statuses/1190094372110360576
[IE] LACC I210 E / Baseline Rd Lacc **Hit and Run No Injuries** https://t.co/ntBAZ3QqSz,injuries,2019-11-01 02:33:03,chp_riv,CHP Bot Riverside,1190094372588535808,https://twitter.com/statuses/1190094372588535808
"Rating: ""A"", at the very least.
The night scenes with mother as Oni are terrifying, atmospheric and brilliant.
Hachi adds a human counter element that brings levity to an otherwise tense drama.
The camerawork, lingering on the millet fields, is eerie.
Cheers to the Onibaba!(9/9)",terrifying,2019-11-01 02:33:03,PierreJDupont,Twitter Web App,1190094372647440385,https://twitter.com/statuses/1190094372647440385
"Epstein's body bore marks of strangulation, claims medical examiner https://t.co/cWCSZFTK8a #BuzzBreak",medical examiner,2019-11-01 02:33:04,dhaonejhobert,Twitter for Android,1190094372882112512,https://twitter.com/statuses/1190094372882112512
Looking for a guy with a good dick for sex and relationships! Call me mychemicalromance HappyHalloween WWECrownJewel Bray ImpeachmentVote Thomas Jefferson Ann Coulter Fiend Trey Songz Tomi Survivor Series Universal Champion Tornado Watch Gerard Way The Black Parade The Witcher https://t.co/IwACJNPNkg,"survivor, tornado",2019-11-01 02:33:03,ckeodikskejfi,Twitter Web Client,1190094372550918144,https://twitter.com/statuses/1190094372550918144
That brief moment in Endgame when I though Ant-Man was killed in the explosion at the Avengers Complex.,explosion,2019-11-01 02:33:04,csmith03,Twitter for iPhone,1190094373112963073,https://twitter.com/statuses/1190094373112963073
Oklahoma's 'Reign Of Terror' Coming To Hollywood https://t.co/BTn45j4XdN,terror,2019-11-01 02:33:04,NewsOn6,SocialNewsDesk,1190094373192646656,https://twitter.com/statuses/1190094373192646656
